periodo,instituicao,tipo_de_especialidade,doentes_saidos,dias_de_internamento,length_patient,new_var,fonte,multiplicacao,eriodo,year,month,week,weekday,doentes_saidos_lag,dias_de_internamento_lag,doentes_saidos_var,dias_de_internamento_var,cat1,cat2,instituicao1,instituicao2,length_stay_var,tipo_instituicao
2017-05-01,"Hospital da Senhora da Oliveira, Guimarães, EPE",Especialidade Médica,4515,41840,9.3,2,transparencia_sns,188907600,2017-05-01,2017,5,18,seg,3668,34482,847,7358,Muitos doentes,Muitos doentes,"Hospital da Senhora da Oliveira, Guimarães, EPE","Hospital da Senhora da Oliveira, Guimarães, EPE",8.68713105076741,Hospital
2017-06-01,"Centro Hospitalar de Leiria, EPE",Especialidade Médica,5668,45827,8.1,2,transparencia_sns,259747436,2017-06-01,2017,6,22,qui,4770,38892,898,6935,Muitos doentes,Muitos doentes,"Centro Hospitalar de Leiria, EPE","Centro Hospitalar de Leiria, EPE",7.72271714922049,Hospital
2017-06-01,"Centro Hospitalar Tondela-Viseu, EPE",Especialidade Médica,5351,53317,10,2,transparencia_sns,285299267,2017-06-01,2017,6,22,qui,4523,45254,828,8063,Muitos doentes,Muitos doentes,"Centro Hospitalar Tondela-Viseu, EPE","Centro Hospitalar Tondela-Viseu, EPE",9.73792270531401,Hospital
2017-06-01,Centro Hospitalar Psiquiátrico de Lisboa,Especialidade Médica,840,18638,22.2,2,transparencia_sns,15655920,2017-06-01,2017,6,22,qui,687,15728,153,2910,Poucos doentes,Pouquissímos doentes,Centro Hospitalar Psiquiátrico de Lisboa,Centro Hospitalar Psiquiátrico de Lisboa,19.0196078431373,Hospital
2017-06-01,"Centro Hospitalar Tâmega e Sousa, EPE",Especialidade Médica,4878,44916,9.2,2,transparencia_sns,219100248,2017-06-01,2017,6,22,qui,4163,37446,715,7470,Muitos doentes,Muitos doentes,"Centro Hospitalar Tâmega e Sousa, EPE","Centro Hospitalar Tâmega e Sousa, EPE",10.4475524475524,Hospital
2017-06-01,"Hospital de Braga, PPP",Especialidade Médica,5672,55419,9.8,2,transparencia_sns,314336568,2017-06-01,2017,6,22,qui,4790,47318,882,8101,Muitos doentes,Muitos doentes,"Hospital de Braga, EPE","Hospital de Braga, EPE",9.18480725623583,Hospital
2017-06-01,"Hospital de Magalhães Lemos, EPE",Especialidade Médica,1351,25436,18.8,2,transparencia_sns,34364036,2017-06-01,2017,6,22,qui,1085,21719,266,3717,Muitos doentes,Muitos doentes,"Hospital de Magalhães Lemos, EPE","Hospital de Magalhães Lemos, EPE",13.9736842105263,Hospital
2017-07-01,"Hospital Espírito Santo de Évora, EPE",Especialidade Médica,3141,26565,8.5,2,transparencia_sns,83440665,2017-07-01,2017,7,27,sáb,2746,23381,395,3184,Muitos doentes,Muitos doentes,"Hospital Espírito Santo de Évora, EPE","Hospital Espírito Santo de Évora, EPE",8.06075949367089,Hospital
2017-07-01,"Unidade Local de Saúde do Litoral Alentejano, EPE",Especialidade Médica,1689,15296,9.1,2,transparencia_sns,25834944,2017-07-01,2017,7,27,sáb,1463,13209,226,2087,Muitos doentes,Muitos doentes,"Unidade Local de Saúde do Litoral Alentejano, EPE","Unidade Local de Saúde do Litoral Alentejano, EPE",9.23451327433628,Hospital
2017-07-01,"Centro Hospitalar de Leiria, EPE",Especialidade Médica,6546,52964,8.1,2,transparencia_sns,346702344,2017-07-01,2017,7,27,sáb,5668,45827,878,7137,Muitos doentes,Muitos doentes,"Centro Hospitalar de Leiria, EPE","Centro Hospitalar de Leiria, EPE",8.12870159453303,Hospital
2017-07-01,"Hospital Distrital da Figueira da Foz, EPE",Especialidade Médica,1349,13265,9.8,2,transparencia_sns,17894485,2017-07-01,2017,7,27,sáb,1176,11664,173,1601,Muitos doentes,Muitos doentes,"Hospital Distrital da Figueira da Foz, EPE","Hospital Distrital da Figueira da Foz, EPE",9.25433526011561,Hospital
2017-07-01,"Centro Hospitalar do Oeste, EPE",Especialidade Médica,4117,36872,9,2,transparencia_sns,151802024,2017-07-01,2017,7,27,sáb,3631,32635,486,4237,Muitos doentes,Muitos doentes,"Centro Hospitalar do Oeste, EPE","Centro Hospitalar do Oeste, EPE",8.71810699588477,Hospital
2017-07-01,"Centro Hospitalar Universitário de Lisboa Norte, EPE",Especialidade Médica,12825,118777,9.3,2,transparencia_sns,1523315025,2017-07-01,2017,7,27,sáb,11115,102962,1710,15815,Muitos doentes,Muitos doentes,"Centro Hospitalar Universitário de Lisboa Norte, EPE","Centro Hospitalar Universitário de Lisboa Norte, EPE",9.24853801169591,University
2017-07-01,"Hospital de Vila Franca de Xira, PPP",Especialidade Médica,4211,44810,10.6,2,transparencia_sns,188694910,2017-07-01,2017,7,27,sáb,3675,38537,536,6273,Muitos doentes,Muitos doentes,"Hospital de Vila Franca de Xira, EPE","Hospital de Vila Franca de Xira, EPE",11.7033582089552,Hospital
2017-07-01,"Centro Hospitalar Entre Douro e Vouga, EPE",Especialidade Médica,3755,34342,9.1,2,transparencia_sns,128954210,2017-07-01,2017,7,27,sáb,3295,30107,460,4235,Muitos doentes,Muitos doentes,"Centro Hospitalar Entre Douro e Vouga, EPE","Centro Hospitalar Entre Douro e Vouga, EPE",9.20652173913044,Hospital
2017-07-01,"Hospital de Braga, PPP",Especialidade Médica,6531,63647,9.7,2,transparencia_sns,415678557,2017-07-01,2017,7,27,sáb,5672,55419,859,8228,Muitos doentes,Muitos doentes,"Hospital de Braga, EPE","Hospital de Braga, EPE",9.57857974388824,Hospital
2017-07-01,"Unidade Local de Saúde de Matosinhos, EPE",Especialidade Médica,4100,37623,9.2,2,transparencia_sns,154254300,2017-07-01,2017,7,27,sáb,3617,32827,483,4796,Muitos doentes,Muitos doentes,"Unidade Local de Saúde de Matosinhos, EPE","Unidade Local de Saúde de Matosinhos, EPE",9.9296066252588,Hospital
2017-08-01,"Unidade Local de Saúde do Baixo Alentejo, EPE",Especialidade Médica,2398,20263,8.4,2,transparencia_sns,48590674,2017-08-01,2017,8,31,ter,2136,17726,262,2537,Muitos doentes,Muitos doentes,"Unidade Local de Saúde do Baixo Alentejo, EPE","Unidade Local de Saúde do Baixo Alentejo, EPE",9.68320610687023,Hospital
2017-08-01,"Unidade Local de Saúde do Norte Alentejano, EPE",Especialidade Médica,2674,27094,10.1,2,transparencia_sns,72449356,2017-08-01,2017,8,31,ter,2379,23971,295,3123,Muitos doentes,Muitos doentes,"Unidade Local de Saúde do Norte Alentejano, EPE","Unidade Local de Saúde do Norte Alentejano, EPE",10.5864406779661,Hospital
2017-08-01,"Centro Hospitalar de Leiria, EPE",Especialidade Médica,7354,60064,8.2,2,transparencia_sns,441710656,2017-08-01,2017,8,31,ter,6546,52964,808,7100,Muitos doentes,Muitos doentes,"Centro Hospitalar de Leiria, EPE","Centro Hospitalar de Leiria, EPE",8.78712871287129,Hospital
2017-08-01,Centro Medicina de Reabilitação da Região Centro Rovisco Pais,Especialidade Médica,194,17913,92.3,2,transparencia_sns,3475122,2017-08-01,2017,8,31,ter,174,15888,20,2025,Poucos doentes,Pouquissímos doentes,Centro Medicina de Reabilitação da Região Centro Rovisco Pais,Centro Medicina de Reabilitação da Região Centro Rovisco Pais,101.25,Hospital
2017-08-01,"Hospital Distrital da Figueira da Foz, EPE",Especialidade Médica,1495,14837,9.9,2,transparencia_sns,22181315,2017-08-01,2017,8,31,ter,1349,13265,146,1572,Muitos doentes,Muitos doentes,"Hospital Distrital da Figueira da Foz, EPE","Hospital Distrital da Figueira da Foz, EPE",10.7671232876712,Hospital
2017-08-01,"Centro Hospitalar de Lisboa Ocidental, EPE",Especialidade Médica,7746,82130,10.6,2,transparencia_sns,636178980,2017-08-01,2017,8,31,ter,6859,72877,887,9253,Muitos doentes,Muitos doentes,"Centro Hospitalar de Lisboa Ocidental, EPE","Centro Hospitalar de Lisboa Ocidental, EPE",10.4317925591883,Hospital
2017-08-01,"Centro Hospitalar do Oeste, EPE",Especialidade Médica,4641,41840,9,2,transparencia_sns,194179440,2017-08-01,2017,8,31,ter,4117,36872,524,4968,Muitos doentes,Muitos doentes,"Centro Hospitalar do Oeste, EPE","Centro Hospitalar do Oeste, EPE",9.48091603053435,Hospital
2017-08-01,"Hospital Distrital de Santarém, EPE",Especialidade Médica,5749,50421,8.8,2,transparencia_sns,289870329,2017-08-01,2017,8,31,ter,5131,44854,618,5567,Muitos doentes,Muitos doentes,"Hospital Distrital de Santarém, EPE","Hospital Distrital de Santarém, EPE",9.00809061488673,Hospital
2017-08-01,"Centro Hospitalar Tâmega e Sousa, EPE",Especialidade Médica,6283,59629,9.5,2,transparencia_sns,374649007,2017-08-01,2017,8,31,ter,5571,52285,712,7344,Muitos doentes,Muitos doentes,"Centro Hospitalar Tâmega e Sousa, EPE","Centro Hospitalar Tâmega e Sousa, EPE",10.314606741573,Hospital
2017-08-01,"Centro Hospitalar Vila Nova de Gaia/Espinho, EPE",Especialidade Médica,5274,51659,9.8,2,transparencia_sns,272449566,2017-08-01,2017,8,31,ter,4693,45647,581,6012,Muitos doentes,Muitos doentes,"Centro Hospitalar Vila Nova de Gaia/Espinho, EPE","Centro Hospitalar Vila Nova de Gaia/Espinho, EPE",10.3476764199656,Hospital
2017-08-01,"Hospital da Senhora da Oliveira, Guimarães, EPE",Especialidade Médica,6884,62586,9.1,2,transparencia_sns,430842024,2017-08-01,2017,8,31,ter,6098,55737,786,6849,Muitos doentes,Muitos doentes,"Hospital da Senhora da Oliveira, Guimarães, EPE","Hospital da Senhora da Oliveira, Guimarães, EPE",8.71374045801527,Hospital
2017-08-01,"Hospital de Magalhães Lemos, EPE",Especialidade Médica,1848,34074,18.4,2,transparencia_sns,62968752,2017-08-01,2017,8,31,ter,1602,29753,246,4321,Muitos doentes,Muitos doentes,"Hospital de Magalhães Lemos, EPE","Hospital de Magalhães Lemos, EPE",17.5650406504065,Hospital
2017-08-01,"Instituto Português Oncologia do Porto, EPE",Especialidade Médica,3340,30205,9,2,transparencia_sns,100884700,2017-08-01,2017,8,31,ter,2912,26528,428,3677,Muitos doentes,Muitos doentes,"Instituto Português Oncologia do Porto, EPE","Instituto Português Oncologia do Porto, EPE",8.5911214953271,Cancer hospital
2017-09-01,"Hospital Espírito Santo de Évora, EPE",Especialidade Médica,3849,32797,8.5,2,transparencia_sns,126235653,2017-09-01,2017,9,35,sex,3504,29796,345,3001,Muitos doentes,Muitos doentes,"Hospital Espírito Santo de Évora, EPE","Hospital Espírito Santo de Évora, EPE",8.69855072463768,Hospital
2017-09-01,"Centro Hospitalar Universitário do Algarve,EPE",Especialidade Médica,10634,129672,12.2,2,transparencia_sns,1378932048,2017-09-01,2017,9,35,sex,9575,116329,1059,13343,Muitos doentes,Muitos doentes,"Centro Hospitalar Universitário do Algarve,EPE","Centro Hospitalar Universitário do Algarve,EPE",12.5996222851747,University
2017-09-01,"Centro Hospitalar Universitário Cova da Beira, EPE",Especialidade Médica,4257,35583,8.4,2,transparencia_sns,151476831,2017-09-01,2017,9,35,sex,3817,31787,440,3796,Muitos doentes,Muitos doentes,"Centro Hospitalar Universitário Cova da Beira, EPE","Centro Hospitalar Universitário Cova da Beira, EPE",8.62727272727273,University
2017-09-01,"Hospital Distrital da Figueira da Foz, EPE",Especialidade Médica,1663,16458,9.9,2,transparencia_sns,27369654,2017-09-01,2017,9,35,sex,1495,14837,168,1621,Muitos doentes,Muitos doentes,"Hospital Distrital da Figueira da Foz, EPE","Hospital Distrital da Figueira da Foz, EPE",9.64880952380952,Hospital
2017-09-01,"Unidade Local de Saúde da Guarda, EPE",Especialidade Médica,3818,42681,11.2,2,transparencia_sns,162956058,2017-09-01,2017,9,35,sex,3443,38497,375,4184,Muitos doentes,Muitos doentes,"Unidade Local de Saúde da Guarda, EPE","Unidade Local de Saúde da Guarda, EPE",11.1573333333333,Hospital
2017-09-01,"Centro Hospitalar Universitário de Lisboa Norte, EPE",Especialidade Médica,16215,148760,9.2,2,transparencia_sns,2412143400,2017-09-01,2017,9,35,sex,14557,133613,1658,15147,Muitos doentes,Muitos doentes,"Centro Hospitalar Universitário de Lisboa Norte, EPE","Centro Hospitalar Universitário de Lisboa Norte, EPE",9.1357056694813,University
2017-09-01,Centro Hospitalar Psiquiátrico de Lisboa,Especialidade Médica,1261,27277,21.6,2,transparencia_sns,34396297,2017-09-01,2017,9,35,sex,1140,24661,121,2616,Muitos doentes,Muitos doentes,Centro Hospitalar Psiquiátrico de Lisboa,Centro Hospitalar Psiquiátrico de Lisboa,21.6198347107438,Hospital
2017-09-01,"Hospital Distrital de Santarém, EPE",Especialidade Médica,6354,56105,8.8,2,transparencia_sns,356491170,2017-09-01,2017,9,35,sex,5749,50421,605,5684,Muitos doentes,Muitos doentes,"Hospital Distrital de Santarém, EPE","Hospital Distrital de Santarém, EPE",9.39504132231405,Hospital
2017-09-01,"Centro Hospitalar Universitário de São João, EPE",Especialidade Médica,10714,107748,10.1,2,transparencia_sns,1154412072,2017-09-01,2017,9,35,sex,9670,96796,1044,10952,Muitos doentes,Muitos doentes,"Centro Hospitalar Universitário de São João, EPE","Centro Hospitalar Universitário de São João, EPE",10.4904214559387,University
2017-09-01,"Hospital de Braga, PPP",Especialidade Médica,8190,79467,9.7,2,transparencia_sns,650834730,2017-09-01,2017,9,35,sex,7357,71597,833,7870,Muitos doentes,Muitos doentes,"Hospital de Braga, EPE","Hospital de Braga, EPE",9.44777911164466,Hospital
2017-09-01,"Unidade Local de Saúde de Matosinhos, EPE",Especialidade Médica,5126,47021,9.2,2,transparencia_sns,241029646,2017-09-01,2017,9,35,sex,4639,42658,487,4363,Muitos doentes,Muitos doentes,"Unidade Local de Saúde de Matosinhos, EPE","Unidade Local de Saúde de Matosinhos, EPE",8.95893223819302,Hospital
2017-10-01,"Hospital Espírito Santo de Évora, EPE",Especialidade Médica,4264,36168,8.5,2,transparencia_sns,154220352,2017-10-01,2017,10,40,dom,3849,32797,415,3371,Muitos doentes,Muitos doentes,"Hospital Espírito Santo de Évora, EPE","Hospital Espírito Santo de Évora, EPE",8.12289156626506,Hospital
2017-10-01,"Centro Hospitalar Universitário do Algarve,EPE",Especialidade Médica,11662,142964,12.3,2,transparencia_sns,1667246168,2017-10-01,2017,10,40,dom,10634,129672,1028,13292,Muitos doentes,Muitos doentes,"Centro Hospitalar Universitário do Algarve,EPE","Centro Hospitalar Universitário do Algarve,EPE",12.9299610894942,University
2017-10-01,"Centro Hospitalar do Baixo Vouga, EPE",Especialidade Médica,5714,62333,10.9,2,transparencia_sns,356170762,2017-10-01,2017,10,40,dom,5167,55988,547,6345,Muitos doentes,Muitos doentes,"Centro Hospitalar do Baixo Vouga, EPE","Centro Hospitalar do Baixo Vouga, EPE",11.599634369287,Hospital
2017-10-01,"Centro Hospitalar Universitário de São João, EPE",Especialidade Médica,11903,120111,10.1,2,transparencia_sns,1429681233,2017-10-01,2017,10,40,dom,10714,107748,1189,12363,Muitos doentes,Muitos doentes,"Centro Hospitalar Universitário de São João, EPE","Centro Hospitalar Universitário de São João, EPE",10.3978132884777,University
2017-10-01,"Centro Hospitalar Universitário do Porto, EPE",Especialidade Médica,8462,99434,11.8,2,transparencia_sns,841410508,2017-10-01,2017,10,40,dom,7638,89423,824,10011,Muitos doentes,Muitos doentes,"Centro Hospitalar Universitário do Porto, EPE","Centro Hospitalar Universitário do Porto, EPE",12.1492718446602,University
2017-10-01,"Centro Hospitalar Tâmega e Sousa, EPE",Especialidade Médica,7671,74194,9.7,2,transparencia_sns,569142174,2017-10-01,2017,10,40,dom,6941,66427,730,7767,Muitos doentes,Muitos doentes,"Centro Hospitalar Tâmega e Sousa, EPE","Centro Hospitalar Tâmega e Sousa, EPE",10.6397260273973,Hospital
2017-10-01,"Unidade Local de Saúde de Matosinhos, EPE",Especialidade Médica,5648,52126,9.2,2,transparencia_sns,294407648,2017-10-01,2017,10,40,dom,5126,47021,522,5105,Muitos doentes,Muitos doentes,"Unidade Local de Saúde de Matosinhos, EPE","Unidade Local de Saúde de Matosinhos, EPE",9.77969348659004,Hospital
2017-11-01,"Unidade Local de Saúde do Litoral Alentejano, EPE",Especialidade Médica,2558,23538,9.2,2,transparencia_sns,60210204,2017-11-01,2017,11,44,qua,2360,21618,198,1920,Muitos doentes,Muitos doentes,"Unidade Local de Saúde do Litoral Alentejano, EPE","Unidade Local de Saúde do Litoral Alentejano, EPE",9.6969696969697,Hospital
2017-11-01,"Unidade Local de Saúde do Norte Alentejano, EPE",Especialidade Médica,3572,36423,10.2,2,transparencia_sns,130102956,2017-11-01,2017,11,44,qua,3254,33254,318,3169,Muitos doentes,Muitos doentes,"Unidade Local de Saúde do Norte Alentejano, EPE","Unidade Local de Saúde do Norte Alentejano, EPE",9.96540880503145,Hospital
2017-11-01,"Centro Hospitalar de Leiria, EPE",Especialidade Médica,9931,80650,8.1,2,transparencia_sns,800935150,2017-11-01,2017,11,44,qua,9026,73398,905,7252,Muitos doentes,Muitos doentes,"Centro Hospitalar de Leiria, EPE","Centro Hospitalar de Leiria, EPE",8.01325966850829,Hospital
2017-11-01,"Centro Hospitalar Tondela-Viseu, EPE",Especialidade Médica,9273,93949,10.1,2,transparencia_sns,871189077,2017-11-01,2017,11,44,qua,8447,85787,826,8162,Muitos doentes,Muitos doentes,"Centro Hospitalar Tondela-Viseu, EPE","Centro Hospitalar Tondela-Viseu, EPE",9.88135593220339,Hospital
2017-11-01,"Unidade Local de Saúde da Guarda, EPE",Especialidade Médica,4607,51783,11.2,2,transparencia_sns,238564281,2017-11-01,2017,11,44,qua,4203,47117,404,4666,Muitos doentes,Muitos doentes,"Unidade Local de Saúde da Guarda, EPE","Unidade Local de Saúde da Guarda, EPE",11.549504950495,Hospital
2017-11-01,"Centro Hospitalar do Oeste, EPE",Especialidade Médica,6288,56807,9,2,transparencia_sns,357202416,2017-11-01,2017,11,44,qua,5746,51892,542,4915,Muitos doentes,Muitos doentes,"Centro Hospitalar do Oeste, EPE","Centro Hospitalar do Oeste, EPE",9.06826568265683,Hospital
2017-11-01,"Hospital Distrital de Santarém, EPE",Especialidade Médica,7714,68453,8.9,2,transparencia_sns,528046442,2017-11-01,2017,11,44,qua,7031,62412,683,6041,Muitos doentes,Muitos doentes,"Hospital Distrital de Santarém, EPE","Hospital Distrital de Santarém, EPE",8.84480234260615,Hospital
2017-11-01,"Centro Hospitalar Universitário de São João, EPE",Especialidade Médica,13104,132169,10.1,2,transparencia_sns,1731942576,2017-11-01,2017,11,44,qua,11903,120111,1201,12058,Muitos doentes,Muitos doentes,"Centro Hospitalar Universitário de São João, EPE","Centro Hospitalar Universitário de São João, EPE",10.0399666944213,University
2017-11-01,"Centro Hospitalar Póvoa de Varzim/Vila do Conde, EPE",Especialidade Médica,2536,18715,7.4,2,transparencia_sns,47461240,2017-11-01,2017,11,44,qua,2280,17037,256,1678,Muitos doentes,Muitos doentes,"Centro Hospitalar Póvoa de Varzim/Vila do Conde, EPE","Centro Hospitalar Póvoa de Varzim/Vila do Conde, EPE",6.5546875,Hospital
2017-11-01,"Centro Hospitalar Vila Nova de Gaia/Espinho, EPE",Especialidade Médica,7096,69763,9.8,2,transparencia_sns,495038248,2017-11-01,2017,11,44,qua,6456,63478,640,6285,Muitos doentes,Muitos doentes,"Centro Hospitalar Vila Nova de Gaia/Espinho, EPE","Centro Hospitalar Vila Nova de Gaia/Espinho, EPE",9.8203125,Hospital
2017-11-01,"Hospital da Senhora da Oliveira, Guimarães, EPE",Especialidade Médica,9308,84767,9.1,2,transparencia_sns,789011236,2017-11-01,2017,11,44,qua,8464,77516,844,7251,Muitos doentes,Muitos doentes,"Hospital da Senhora da Oliveira, Guimarães, EPE","Hospital da Senhora da Oliveira, Guimarães, EPE",8.59123222748815,Hospital
2017-12-01,"Hospital Espírito Santo de Évora, EPE",Especialidade Médica,5032,43060,8.6,2,transparencia_sns,216677920,2017-12-01,2017,12,48,sex,4660,39457,372,3603,Muitos doentes,Muitos doentes,"Hospital Espírito Santo de Évora, EPE","Hospital Espírito Santo de Évora, EPE",9.68548387096774,Hospital
2017-12-01,Centro Medicina de Reabilitação da Região Centro Rovisco Pais,Especialidade Médica,277,26661,96.2,2,transparencia_sns,7385097,2017-12-01,2017,12,48,sex,257,24419,20,2242,Poucos doentes,Pouquissímos doentes,Centro Medicina de Reabilitação da Região Centro Rovisco Pais,Centro Medicina de Reabilitação da Região Centro Rovisco Pais,112.1,Hospital
2017-12-01,"Centro Hospitalar Médio Tejo, EPE",Especialidade Médica,8827,85809,9.7,2,transparencia_sns,757436043,2017-12-01,2017,12,48,sex,8019,78188,808,7621,Muitos doentes,Muitos doentes,"Centro Hospitalar Médio Tejo, EPE","Centro Hospitalar Médio Tejo, EPE",9.43193069306931,Hospital
2017-12-01,Centro Hospitalar Psiquiátrico de Lisboa,Especialidade Médica,1688,36264,21.5,2,transparencia_sns,61213632,2017-12-01,2017,12,48,sex,1569,33110,119,3154,Muitos doentes,Muitos doentes,Centro Hospitalar Psiquiátrico de Lisboa,Centro Hospitalar Psiquiátrico de Lisboa,26.5042016806723,Hospital
2017-12-01,"Hospital de Loures, PPP",Especialidade Médica,8272,85341,10.3,2,transparencia_sns,705940752,2017-12-01,2017,12,48,sex,7591,77300,681,8041,Muitos doentes,Muitos doentes,"Hospital de Loures, PPP","Hospital de Loures, PPP",11.8076358296623,Hospital
2018-01-01,Centro Medicina de Reabilitação da Região Centro Rovisco Pais,Especialidade Médica,19,2191,115.3,2,transparencia_sns,41629,2018-01-01,2018,1,1,seg,,,19,2191,Poucos doentes,Pouquissímos doentes,Centro Medicina de Reabilitação da Região Centro Rovisco Pais,Centro Medicina de Reabilitação da Região Centro Rovisco Pais,115.315789473684,Hospital
2018-01-01,"Hospital Distrital da Figueira da Foz, EPE",Especialidade Médica,233,2087,9,2,transparencia_sns,486271,2018-01-01,2018,1,1,seg,,,233,2087,Poucos doentes,Pouquissímos doentes,"Hospital Distrital da Figueira da Foz, EPE","Hospital Distrital da Figueira da Foz, EPE",8.95708154506438,Hospital
2018-01-01,"Centro Hospitalar de Lisboa Ocidental, EPE",Especialidade Médica,1095,11441,10.4,2,transparencia_sns,12527895,2018-01-01,2018,1,1,seg,,,1095,11441,Muitos doentes,Muitos doentes,"Centro Hospitalar de Lisboa Ocidental, EPE","Centro Hospitalar de Lisboa Ocidental, EPE",10.448401826484,Hospital
2018-01-01,"Hospital Distrital de Santarém, EPE",Especialidade Médica,833,7946,9.5,2,transparencia_sns,6619018,2018-01-01,2018,1,1,seg,,,833,7946,Poucos doentes,Pouquissímos doentes,"Hospital Distrital de Santarém, EPE","Hospital Distrital de Santarém, EPE",9.5390156062425,Hospital
2018-01-01,"Hospital Professor Doutor Fernando Fonseca, EPE",Especialidade Médica,1234,14933,12.1,2,transparencia_sns,18427322,2018-01-01,2018,1,1,seg,,,1234,14933,Muitos doentes,Muitos doentes,"Hospital Professor Doutor Fernando Fonseca, EPE","Hospital Professor Doutor Fernando Fonseca, EPE",12.1012965964344,Hospital
2018-01-01,"Hospital de Braga, PPP",Especialidade Médica,1085,10872,10,2,transparencia_sns,11796120,2018-01-01,2018,1,1,seg,,,1085,10872,Muitos doentes,Muitos doentes,"Hospital de Braga, EPE","Hospital de Braga, EPE",10.0202764976959,Hospital
2018-02-01,"Centro Hospitalar do Baixo Vouga, EPE",Especialidade Médica,1318,14757,11.2,2,transparencia_sns,19449726,2018-02-01,2018,2,5,qui,696,7487,622,7270,Muitos doentes,Muitos doentes,"Centro Hospitalar do Baixo Vouga, EPE","Centro Hospitalar do Baixo Vouga, EPE",11.6881028938907,Hospital
2018-02-01,"Unidade Local de Saúde de Castelo Branco, EPE",Especialidade Médica,656,5325,8.1,2,transparencia_sns,3493200,2018-02-01,2018,2,5,qui,340,2818,316,2507,Poucos doentes,Pouquissímos doentes,"Unidade Local de Saúde de Castelo Branco, EPE","Unidade Local de Saúde de Castelo Branco, EPE",7.93354430379747,Hospital
2018-02-01,"Centro Hospitalar Barreiro/Montijo, EPE",Especialidade Médica,924,12058,13,2,transparencia_sns,11141592,2018-02-01,2018,2,5,qui,499,6244,425,5814,Poucos doentes,Pouquissímos doentes,"Centro Hospitalar Barreiro/Montijo, EPE","Centro Hospitalar Barreiro/Montijo, EPE",13.68,Hospital
2018-02-01,"Centro Hospitalar Universitário Lisboa Central, EPE",Especialidade Médica,3021,33780,11.2,2,transparencia_sns,102049380,2018-02-01,2018,2,5,qui,1573,17631,1448,16149,Muitos doentes,Muitos doentes,"Centro Hospitalar Universitário Lisboa Central, EPE","Centro Hospitalar Universitário Lisboa Central, EPE",11.1526243093923,University
2018-02-01,"Centro Hospitalar do Oeste, EPE",Especialidade Médica,1341,12367,9.2,2,transparencia_sns,16584147,2018-02-01,2018,2,5,qui,703,6416,638,5951,Muitos doentes,Muitos doentes,"Centro Hospitalar do Oeste, EPE","Centro Hospitalar do Oeste, EPE",9.32758620689655,Hospital
2018-02-01,"Centro Hospitalar Universitário de Lisboa Norte, EPE",Especialidade Médica,3774,34807,9.2,2,transparencia_sns,131361618,2018-02-01,2018,2,5,qui,1981,18334,1793,16473,Muitos doentes,Muitos doentes,"Centro Hospitalar Universitário de Lisboa Norte, EPE","Centro Hospitalar Universitário de Lisboa Norte, EPE",9.18739542665923,University
2018-02-01,"Hospital Distrital de Santarém, EPE",Especialidade Médica,1591,14920,9.4,2,transparencia_sns,23737720,2018-02-01,2018,2,5,qui,833,7946,758,6974,Muitos doentes,Muitos doentes,"Hospital Distrital de Santarém, EPE","Hospital Distrital de Santarém, EPE",9.20052770448549,Hospital
2018-02-01,"Centro Hospitalar do Médio Ave, EPE",Especialidade Médica,799,8271,10.4,2,transparencia_sns,6608529,2018-02-01,2018,2,5,qui,429,4430,370,3841,Poucos doentes,Pouquissímos doentes,"Centro Hospitalar do Médio Ave, EPE","Centro Hospitalar do Médio Ave, EPE",10.3810810810811,Hospital
2018-02-01,"Centro Hospitalar Entre Douro e Vouga, EPE",Especialidade Médica,1391,12545,9,2,transparencia_sns,17450095,2018-02-01,2018,2,5,qui,760,6441,631,6104,Muitos doentes,Muitos doentes,"Centro Hospitalar Entre Douro e Vouga, EPE","Centro Hospitalar Entre Douro e Vouga, EPE",9.67353407290016,Hospital
2018-02-01,"Instituto Português Oncologia do Porto, EPE",Especialidade Médica,772,7149,9.3,2,transparencia_sns,5519028,2018-02-01,2018,2,5,qui,403,3692,369,3457,Poucos doentes,Pouquissímos doentes,"Instituto Português Oncologia do Porto, EPE","Instituto Português Oncologia do Porto, EPE",9.36856368563686,Cancer hospital
2018-03-01,"Hospital Espírito Santo de Évora, EPE",Especialidade Médica,1452,11992,8.3,2,transparencia_sns,17412384,2018-03-01,2018,3,9,qui,967,7973,485,4019,Muitos doentes,Muitos doentes,"Hospital Espírito Santo de Évora, EPE","Hospital Espírito Santo de Évora, EPE",8.28659793814433,Hospital
2018-03-01,"Unidade Local de Saúde do Norte Alentejano, EPE",Especialidade Médica,1026,10352,10.1,2,transparencia_sns,10621152,2018-03-01,2018,3,9,qui,667,6867,359,3485,Muitos doentes,Muitos doentes,"Unidade Local de Saúde do Norte Alentejano, EPE","Unidade Local de Saúde do Norte Alentejano, EPE",9.7075208913649,Hospital
2018-03-01,"Centro Hospitalar de Leiria, EPE",Especialidade Médica,3037,25393,8.4,2,transparencia_sns,77118541,2018-03-01,2018,3,9,qui,2028,16882,1009,8511,Muitos doentes,Muitos doentes,"Centro Hospitalar de Leiria, EPE","Centro Hospitalar de Leiria, EPE",8.43508424182359,Hospital
