Período;Região;Instituição;Localização Geográfica;Médicos S/ Internos;Médicos Internos;Enfermeiros;Técnicos Superiores de Saúde;Farmacêuticos;Técnicos de Diagnóstico e Terapêutica;Assistentes Técnicos;Assistentes Operacionais;Técnicos Superiores;Informáticos;Outros;Total Geral
2019-02;Região de Saúde Norte;Unidade Local de Saúde Matosinhos, E.P.E.;41.1794456,-8.6745115;413;255;828;21;;137;297;388;48;12;31;2430
2019-03;Serviços Centrais;Ação Governativa;38.7362218,-9.1463126;;;;;;;6;7;;1;24;38
2019-03;Serviços Centrais;Administração Central do Sistema de Saúde, I.P.;38.7569402,-9.1494097;1;;4;1;;;37;9;125;2;26;205
2019-03;Região de Saúde LVT;Administração Regional de Saúde de Lisboa e Vale do Tejo, I.P.;38.748879,-9.139606;2079;829;2752;164;;302;1929;613;371;34;42;9115
2019-03;Região de Saúde LVT;Centro Hospitalar Universitário Lisboa Central, E.P.E.;38.7166948,-9.1371248;1051;675;2543;77;;632;712;1816;123;27;48;7704
2019-03;Região de Saúde LVT;Centro Hospitalar Barreiro Montijo, E.P.E.;38.6554005,-9.0592392;189;116;651;14;;157;175;435;35;9;21;1802
2019-03;Região de Saúde Norte;Centro Hospitalar Universitário de S. João, E.P.E.;41.1831056,-8.6010558;895;611;2302;53;;352;388;1222;143;22;42;6030
2019-03;Região de Saúde do Algarve;Centro Hospitalar Universitário do Algarve, E.P.E.;37.0238973,-7.9281554;457;331;1568;34;;321;490;1019;127;20;35;4402
2019-03;Região de Saúde Norte;Centro Hospitalar Universitário do Porto, E.P.E.;41.1472498,-8.6172617;724;490;1452;62;;297;400;906;93;18;32;4474
2019-03;Região de Saúde do Centro;Centro Hospitalar de Leiria, E.P.E.;39.7414812,-8.7982706;243;154;823;23;;128;165;522;31;9;11;2109
2019-03;Região de Saúde do Centro;Centro Hospitalar Tondela-Viseu, E.P.E.;40.516364,-8.0827433;342;220;900;19;;169;220;531;27;7;22;2457
2019-03;Região de Saúde do Centro;Centro Medicina de Reabilitação da Região Centro - Rovisco Pais;40.297919,-8.7707806;12;13;71;1;;29;19;73;17;3;3;241
2019-03;Região de Saúde do Centro;Centro Hospitalar e Universitário de Coimbra, E.P.E.;40.2191523,-8.4098211;1026;719;2891;113;;493;694;1660;137;27;56;7816
2019-03;Região de Saúde do Centro;Hospital Distrital da Figueira da Foz, E.P.E.;40.117897,-8.8586755;88;61;212;6;;54;60;139;19;3;7;649
2019-03;Região de Saúde do Centro;Hospital Doutor Francisco Zagalo - Ovar;40.8571967,-8.6318023;18;;49;1;;17;29;42;10;;4;170
2019-03;Região de Saúde Norte;Instituto Português Oncologia Francisco Gentil - Porto, E.P.E.;41.1785642,-8.6062881;295;95;706;65;;182;209;508;63;13;19;2155
2019-03;Serviços Centrais;Serviços Partilhados do Ministério da Saúde, E.P.E.;38.739767,-9.1489431;;;;;;;64;3;144;17;45;273
2019-03;Região de Saúde Norte;Unidade Local de Saúde Nordeste, E.P.E.;41.8056532,-6.7888197;202;108;659;21;;128;267;418;54;14;9;1880
2019-04;Serviços Centrais;Infarmed - Autoridade Nacional do Medicamento e Produtos de Saúde, I.P.;38.7582532,-9.1502867;0;0;0;9;;2;76;6;226;2;32;353
2019-04;Região de Saúde Norte;Centro Hospitalar de Trás-os-Montes e Alto Douro, E.P.E.;41.3031784,-7.7515252;316;191;1010;27;;180;221;625;42;18;12;2642
2019-04;Região de Saúde Norte;Centro Hospitalar Universitário de S. João, E.P.E.;41.1831056,-8.6010558;893;604;2310;53;;353;389;1224;143;22;44;6035
2019-04;Região de Saúde LVT;Centro Hospitalar de Lisboa Ocidental, E.P.E.;38.708454,-9.216985;556;428;1361;41;;329;393;902;68;12;32;4122
2019-04;Região de Saúde do Centro;Centro Hospitalar do Baixo Vouga, E.P.E.;40.6362453,-8.6543716;269;143;722;18;;116;139;388;18;4;24;1841
2019-04;Região de Saúde Norte;Centro Hospitalar Tâmega e Sousa, E.P.E.;41.2494561,-8.264901;282;164;662;11;;118;219;492;41;10;19;2018
2019-04;Região de Saúde do Centro;Centro Hospitalar de Leiria, E.P.E.;39.7414812,-8.7982706;241;151;824;23;;128;165;521;32;9;11;2105
2019-04;Região de Saúde do Centro;Hospital Arcebispo João Crisóstomo - Cantanhede;40.3470015,-8.5933462;6;0;39;2;;9;21;29;5;1;3;115
2019-04;Região de Saúde Norte;Hospital Santa Maria Maior, E.P.E.;41.5324234,-8.6171561;64;48;190;5;;30;50;132;12;3;5;539
2019-04;Região de Saúde LVT;Hospital Distrital de Santarém, E.P.E.;39.2410946,-8.6937515;179;120;601;13;;114;133;449;27;4;16;1656
2019-04;Região de Saúde LVT;Hospital Garcia de Orta, E.P.E.;38.6658713,-9.1822554;394;219;964;15;;200;231;619;69;10;25;2746
2019-04;Região de Saúde LVT;Instituto Português Oncologia Francisco Gentil - Lisboa, E.P.E.;38.7396768,-9.1634516;256;110;544;29;;184;221;399;94;10;36;1883
2019-04;Serviços Centrais;Instituto Nacional de Saúde Dr. Ricardo Jorge, I.P.;38.7643827,-9.1663422;7;0;4;92;;106;88;63;124;3;63;550
2019-04;Serviços Centrais;Instituto Português do Sangue e da Transplantação, I.P.;38.7567758,-9.1505021;29;0;68;21;;125;79;83;43;9;9;466
2019-04;Região de Saúde Norte;Unidade Local de Saúde Nordeste, E.P.E.;41.8056532,-6.7888197;200;108;660;21;;128;267;418;53;14;9;1878
2019-04;Região de Saúde Norte;Unidade Local de Saúde Matosinhos, E.P.E.;41.1794456,-8.6745115;414;255;838;21;;137;296;388;51;11;29;2440
2019-05;Região de Saúde LVT;Administração Regional de Saúde de Lisboa e Vale do Tejo, I.P.;38.748879,-9.139606;2061;820;2752;163;;300;1926;603;367;33;40;9065
2019-05;Região de Saúde Norte;Administração Regional de Saúde do Norte, I.P.;41.157454,-8.604431;2023;855;2812;151;;193;2002;735;389;24;33;9217
2019-05;Região de Saúde Norte;Centro Hospitalar Póvoa de Varzim/Vila do Conde, E.P.E.;41.3828711,-8.7589945;102;40;262;9;;35;74;147;27;4;8;708
2019-05;Região de Saúde Norte;Centro Hospitalar de Vila Nova de Gaia/Espinho, E.P.E.;41.1094138,-8.5972617;551;349;1236;36;;234;291;907;63;16;23;3706
2019-05;Região de Saúde do Centro;Centro Hospitalar de Leiria, E.P.E.;39.7414812,-8.7982706;238;148;826;23;;131;165;523;33;9;11;2107
2019-05;Região de Saúde do Centro;Centro Hospitalar Tondela-Viseu, E.P.E.;40.516364,-8.0827433;345;214;915;19;;172;221;525;26;7;22;2466
2019-05;Região de Saúde do Centro;Unidade Local de Saúde Castelo Branco, E.P.E.;39.8212263,-7.4981271;159;71;468;16;;76;169;275;31;11;10;1286
2019-06;Região de Saúde do Centro;Administração Regional de Saúde do Centro, I.P.;40.203782,-8.419176;1011;422;1347;73;;145;1030;440;216;19;21;4724
2019-06;Serviços Centrais;Infarmed - Autoridade Nacional do Medicamento e Produtos de Saúde, I.P.;38.7582532,-9.1502867;0;0;0;9;;2;76;6;224;2;33;352
2019-06;Região de Saúde Norte;Centro Hospitalar Póvoa de Varzim/Vila do Conde, E.P.E.;41.3828711,-8.7589945;103;40;261;9;;35;74;157;27;4;8;718
2019-06;Região de Saúde Norte;Centro Hospitalar de Vila Nova de Gaia/Espinho, E.P.E.;41.1094138,-8.5972617;551;348;1242;36;;233;291;904;65;16;21;3707
2019-06;Região de Saúde Norte;Centro Hospitalar Universitário de S. João, E.P.E.;41.1831056,-8.6010558;893;591;2304;52;;354;389;1213;142;22;43;6003
2019-06;Região de Saúde do Centro;Centro Hospitalar do Baixo Vouga, E.P.E.;40.6362453,-8.6543716;268;139;724;19;;116;140;393;18;4;24;1845
2019-06;Região de Saúde LVT;Centro Hospitalar Médio Tejo, E.P.E.;39.478072,-8.5404429;159;79;759;25;;157;178;550;49;11;21;1988
2019-06;Região de Saúde do Centro;Centro Hospitalar Tondela-Viseu, E.P.E.;40.516364,-8.0827433;340;211;915;19;;172;221;523;28;7;22;2458
2019-06;Região de Saúde LVT;Hospital Professor Doutor Fernando Fonseca, E.P.E.;38.7422257,-9.2264834;379;275;1008;39;;229;277;682;56;10;36;2991
2019-06;Região de Saúde LVT;Instituto Português Oncologia Francisco Gentil - Lisboa, E.P.E.;38.7396768,-9.1634516;256;107;541;29;;187;222;396;93;9;34;1874
2019-06;Serviços Centrais;Instituto Nacional de Emergência Médica, I.P.;38.7313954,-9.1447467;10;0;172;0;;0;79;6;60;10;981;1318
2019-06;Serviços Centrais;Secretaria Geral do Ministério da Saúde;38.7362218,-9.1463126;0;0;0;0;;0;14;15;22;2;7;60
2019-06;Região de Saúde do Centro;Unidade Local de Saúde Guarda, E.P.E.;40.5309916,-7.2734793;208;99;721;30;;135;221;536;49;12;14;2025
2019-07;Região de Saúde LVT;Centro Hospitalar de Lisboa Ocidental, E.P.E.;38.708454,-9.216985;546;410;1389;40;;330;395;912;69;12;33;4136
2019-07;Região de Saúde do Algarve;Centro Hospitalar Universitário do Algarve, E.P.E.;37.0238973,-7.9281554;455;316;1593;34;;321;491;1013;124;20;35;4402
2019-07;Região de Saúde LVT;Centro Hospitalar Psiquiátrico de Lisboa;38.7569771,-9.1460705;55;41;165;46;;35;54;154;41;4;12;607
2019-07;Região de Saúde do Centro;Centro Hospitalar e Universitário de Coimbra, E.P.E.;40.2191523,-8.4098211;1016;666;2908;112;;494;694;1650;139;27;56;7762
2019-07;Serviços Centrais;Serviço de Intervenção nos Comportamentos Aditivos e nas Dependências;38.7653399,-9.1611815;1;0;0;1;;0;40;3;68;8;44;165
2019-07;Região de Saúde Norte;Unidade Local de Saúde Alto Minho, E.P.E.;41.7056054,-8.8252713;401;182;937;35;;118;358;483;67;13;19;2613
2019-07;Região de Saúde do Alentejo;Unidade Local de Saúde Norte Alentejano, E.P.E.;39.3003425,-7.4263845;153;52;567;8;;116;240;361;40;9;26;1572
2019-07;Região de Saúde Norte;Unidade Local de Saúde Matosinhos, E.P.E.;41.1794456,-8.6745115;410;235;847;21;;136;298;394;50;11;31;2433
2019-08;Região de Saúde do Algarve;Administração Regional de Saúde do Algarve, I.P.;37.027122,-7.946842;279;73;453;32;;106;337;182;117;11;13;1603
2019-08;Região de Saúde do Centro;Administração Regional de Saúde do Centro, I.P.;40.203782,-8.419176;1040;379;1348;73;;147;1026;436;218;19;21;4707
2019-08;Região de Saúde Norte;Centro Hospitalar de Entre o Douro e Vouga, E.P.E.;40.9293884,-8.5458794;290;165;680;18;;133;174;661;38;9;8;2176
2019-08;Região de Saúde Norte;Centro Hospitalar de Trás-os-Montes e Alto Douro, E.P.E.;41.3031784,-7.7515252;322;181;1012;29;;185;221;629;43;18;12;2652
2019-08;Região de Saúde Norte;Centro Hospitalar de Vila Nova de Gaia/Espinho, E.P.E.;41.1094138,-8.5972617;566;333;1249;36;;232;293;900;65;16;22;3712
2019-08;Região de Saúde LVT;Centro Hospitalar Psiquiátrico de Lisboa;38.7569771,-9.1460705;58;38;165;46;;35;54;154;40;4;12;606
2019-08;Região de Saúde Norte;Centro Hospitalar Universitário do Porto, E.P.E.;41.1472498,-8.6172617;728;457;1468;63;;303;397;919;96;18;33;4482
2019-08;Região de Saúde LVT;Hospital Garcia de Orta, E.P.E.;38.6658713,-9.1822554;402;204;979;15;;205;230;623;67;10;32;2767
2019-08;Serviços Centrais;Instituto Português do Sangue e da Transplantação, I.P.;38.7567758,-9.1505021;29;;75;21;;128;80;79;42;9;9;472
2019-08;Região de Saúde do Alentejo;Unidade Local de Saúde Baixo Alentejo, E.P.E.;38.014123,-7.8721227;147;62;594;29;;130;242;399;46;17;19;1685
2019-08;Região de Saúde Norte;Unidade Local de Saúde Matosinhos, E.P.E.;41.1794456,-8.6745115;415;231;852;21;;138;297;392;49;11;31;2437
2019-09;Região de Saúde Norte;Centro Hospitalar de Entre o Douro e Vouga, E.P.E.;40.9293884,-8.5458794;295;159;682;18;;134;173;664;38;9;8;2180
2019-09;Região de Saúde LVT;Centro Hospitalar de Setúbal, E.P.E.;38.5283754,-8.8818638;265;147;773;15;;163;203;635;46;7;27;2281
2019-09;Região de Saúde do Centro;Centro Hospitalar do Baixo Vouga, E.P.E.;40.6362453,-8.6543716;278;132;747;19;;115;142;400;19;4;23;1879
2019-09;Região de Saúde LVT;Centro Hospitalar Psiquiátrico de Lisboa;38.7569771,-9.1460705;58;35;164;46;;35;56;151;40;4;12;601
2019-09;Região de Saúde do Centro;Centro Hospitalar Universitário Cova da Beira, E.P.E.;40.2804158,-7.4922407;117;79;403;10;;100;158;307;62;10;8;1254
2019-09;Região de Saúde LVT;Centro Hospitalar Universitário Lisboa Central, E.P.E.;38.7166948,-9.1371248;1078;588;2668;74;;653;717;1870;125;27;57;7857
2019-09;Região de Saúde do Alentejo;Hospital do Espírito Santo de Évora, E.P.E.;38.5684861,-7.9032848;208;120;557;6;;131;151;363;30;6;28;1600
2019-09;Região de Saúde Norte;Hospital Santa Maria Maior, E.P.E.;41.5324234,-8.6171561;64;48;199;5;;31;49;143;13;3;5;560
2019-09;Serviços Centrais;Instituto Nacional de Emergência Médica, I.P.;38.7313954,-9.1447467;9;;169;;;;82;6;57;10;990;1323
2019-09;Região de Saúde LVT;Instituto Português Oncologia Francisco Gentil - Lisboa, E.P.E.;38.7396768,-9.1634516;267;98;565;28;;186;226;401;97;10;32;1910
2019-09;Serviços Centrais;Serviço de Intervenção nos Comportamentos Aditivos e nas Dependências;38.7653399,-9.1611815;1;;;1;;;40;3;67;8;44;164
2019-09;Região de Saúde Norte;Unidade Local de Saúde Alto Minho, E.P.E.;41.7056054,-8.8252713;409;173;952;34;;118;358;482;69;13;19;2627
2019-09;Região de Saúde Norte;Unidade Local de Saúde Matosinhos, E.P.E.;41.1794456,-8.6745115;421;222;860;21;;139;297;392;51;11;31;2445
2019-09;Região de Saúde Norte;Unidade Local de Saúde Nordeste, E.P.E.;41.8056532,-6.7888197;203;99;665;22;;126;264;412;55;14;10;1870
2019-10;Região de Saúde do Alentejo;Administração Regional de Saúde do Alentejo, I.P.;38.565715,-7.91162;115;35;216;15;;34;187;82;65;8;13;770
2019-10;Região de Saúde do Centro;Centro Hospitalar de Leiria, E.P.E.;39.7414812,-8.7982706;249;129;848;23;;136;168;526;35;9;10;2133
2019-10;Região de Saúde LVT;Centro Hospitalar de Lisboa Ocidental, E.P.E.;38.708454,-9.216985;566;374;1444;42;;334;403;938;70;12;33;4216
2019-10;Região de Saúde do Centro;Centro Hospitalar do Baixo Vouga, E.P.E.;40.6362453,-8.6543716;278;129;748;19;;114;141;415;20;4;23;1891
2019-10;Região de Saúde LVT;Centro Hospitalar Psiquiátrico de Lisboa;38.7569771,-9.1460705;58;34;163;46;;35;55;150;39;4;12;596
2019-10;Região de Saúde LVT;Centro Hospitalar Universitário de Lisboa Norte, E.P.E.;38.7500861,-9.1616116;866;614;1987;76;;499;588;1497;178;24;69;6398
2019-10;Região de Saúde Norte;Centro Hospitalar Universitário de S. João, E.P.E.;41.1831056,-8.6010558;918;539;2374;54;;352;403;1307;147;22;44;6160
2019-10;Serviços Centrais;Inspeção-Geral das Atividades em Saúde;38.7156219,-9.1431603;;;;;;;15;3;7;1;54;80
2019-10;Região de Saúde LVT;Instituto Português Oncologia Francisco Gentil - Lisboa, E.P.E.;38.7396768,-9.1634516;268;97;575;32;;192;226;404;90;10;32;1926
2019-10;Região de Saúde Norte;Instituto Português Oncologia Francisco Gentil - Porto, E.P.E.;41.1785642,-8.6062881;299;83;745;63;;185;211;524;61;13;22;2206
2019-10;Região de Saúde do Alentejo;Unidade Local de Saúde Norte Alentejano, E.P.E.;39.3003425,-7.4263845;152;50;567;8;;118;239;364;39;9;26;1572
2019-11;Serviços Centrais;Administração Central do Sistema de Saúde, I.P.;38.7569402,-9.1494097;1;;4;;;;35;7;122;4;27;200
2019-11;Região de Saúde LVT;Centro Hospitalar Barreiro Montijo, E.P.E.;38.6554005,-9.0592392;190;94;663;14;;160;178;438;35;8;23;1803
2019-11;Região de Saúde do Centro;Centro Hospitalar e Universitário de Coimbra, E.P.E.;40.2191523,-8.4098211;1028;616;2979;112;;496;711;1740;139;27;55;7903
2019-11;Região de Saúde LVT;Centro Hospitalar Médio Tejo, E.P.E.;39.478072,-8.5404429;164;71;770;25;;158;184;543;52;11;20;1998
2019-11;Região de Saúde Norte;Centro Hospitalar Póvoa de Varzim/Vila do Conde, E.P.E.;41.3828711,-8.7589945;110;38;265;9;;35;74;163;27;4;8;733
2019-11;Região de Saúde do Centro;Centro Hospitalar Tondela-Viseu, E.P.E.;40.516364,-8.0827433;349;196;950;19;;173;221;555;31;7;22;2523
2019-11;Região de Saúde do Centro;Hospital Arcebispo João Crisóstomo - Cantanhede;40.3470015,-8.5933462;6;;39;2;;10;21;30;6;1;3;118
2019-11;Região de Saúde Norte;Hospital de Braga, E.P.E.;41.567832,-8.398936;504;252;983;24;;164;246;704;81;4;11;2973
2019-11;Região de Saúde do Alentejo;Hospital do Espírito Santo de Évora, E.P.E.;38.5684861,-7.9032848;207;119;567;6;;132;156;359;31;6;28;1611
2019-11;Região de Saúde LVT;Instituto de Oftalmologia Gama Pinto;38.7218793,-9.144249;32;5;24;1;;11;22;12;8;1;7;123
2019-11;Serviços Centrais;Instituto Português do Sangue e da Transplantação, I.P.;38.7567758,-9.1505021;29;;75;21;;128;83;76;42;9;9;472
2019-11;Região de Saúde do Centro;Instituto Português Oncologia Francisco Gentil - Coimbra, E.P.E.;40.2162514,-8.4103814;152;43;276;27;;100;114;263;32;5;12;1024
2019-11;Serviços Centrais;Serviço de Intervenção nos Comportamentos Aditivos e nas Dependências;38.7653399,-9.1611815;1;;;1;;;43;3;65;8;44;165
2019-11;Região de Saúde do Centro;Unidade Local de Saúde Castelo Branco, E.P.E.;39.8212263,-7.4981271;161;67;485;17;;74;173;286;30;11;10;1314
2019-12;Serviços Centrais;Ação Governativa;38.7362218,-9.1463126;;;;;;;7;6;;1;20;34
2019-12;Região de Saúde do Alentejo;Administração Regional de Saúde do Alentejo, I.P.;38.565715,-7.91162;114;35;217;15;;34;187;82;66;9;13;772
2019-12;Região de Saúde do Centro;Administração Regional de Saúde do Centro, I.P.;40.203782,-8.419176;1030;375;1347;72;;146;1094;466;218;18;21;4787
2019-12;Região de Saúde LVT;Centro Hospitalar Barreiro Montijo, E.P.E.;38.6554005,-9.0592392;188;93;665;14;;159;178;439;35;9;23;1803
2019-12;Região de Saúde LVT;Centro Hospitalar de Setúbal, E.P.E.;38.5283754,-8.8818638;256;145;782;15;;165;203;651;43;7;25;2292
2019-12;Região de Saúde Norte;Centro Hospitalar do Médio Ave, E.P.E.;41.3423984,-8.4802503;170;52;391;12;;79;107;265;16;4;15;1111
2019-12;Região de Saúde do Centro;Centro Hospitalar Tondela-Viseu, E.P.E.;40.516364,-8.0827433;349;195;949;19;;173;218;552;32;7;22;2516
2019-12;Região de Saúde LVT;Centro Hospitalar Universitário Lisboa Central, E.P.E.;38.7166948,-9.1371248;1067;582;2709;74;;654;741;1892;128;27;56;7930
2019-12;Região de Saúde Norte;Hospital de Magalhães Lemos, E.P.E.;41.1764649,-8.6649823;40;20;156;13;;9;27;138;14;3;7;427
2019-12;Região de Saúde LVT;Hospital Distrital de Santarém, E.P.E.;39.2410946,-8.6937515;179;102;601;13;;115;132;456;25;4;17;1644
2019-12;Região de Saúde do Centro;Hospital Doutor Francisco Zagalo - Ovar;40.8571967,-8.6318023;19;;51;2;;17;29;42;11;3;5;179
2019-12;Região de Saúde do Alentejo;Unidade Local de Saúde Baixo Alentejo, E.P.E.;38.014123,-7.8721227;146;59;600;29;;129;245;417;49;16;20;1710
2019-12;Região de Saúde do Centro;Unidade Local de Saúde Castelo Branco, E.P.E.;39.8212263,-7.4981271;160;67;487;17;;74;174;285;30;11;10;1315
2019-12;Região de Saúde do Alentejo;Unidade Local de Saúde Litoral Alentejano, E.P.E.;38.0162314,-8.6956768;91;34;390;5;;81;158;221;25;4;13;1022
2020-01;Região de Saúde do Centro;Centro Hospitalar do Baixo Vouga, E.P.E.;40.6362453,-8.6543716;276;152;745;20;;115;139;418;20;4;23;1912
2020-01;Região de Saúde Norte;Centro Hospitalar Tâmega e Sousa, E.P.E.;41.2494561,-8.264901;298;165;701;12;;122;215;538;40;10;20;2121
2020-01;Região de Saúde do Centro;Centro Hospitalar Universitário Cova da Beira, E.P.E.;40.2804158,-7.4922407;117;89;402;10;;99;158;311;61;10;11;1268
2020-01;Região de Saúde do Centro;Hospital Arcebispo João Crisóstomo - Cantanhede;40.3470015,-8.5933462;6;;39;2;;10;21;30;6;1;3;118
2020-01;Região de Saúde Norte;Hospital de Magalhães Lemos, E.P.E.;41.1764649,-8.6649823;41;24;169;14;;10;29;146;15;2;7;457
2020-01;Região de Saúde do Centro;Hospital Distrital da Figueira da Foz, E.P.E.;40.117897,-8.8586755;93;62;230;6;;58;62;146;19;3;7;686
2020-01;Região de Saúde LVT;Hospital Distrital de Santarém, E.P.E.;39.2410946,-8.6937515;177;126;601;13;;113;131;457;25;4;16;1663
2020-01;Serviços Centrais;Instituto Nacional de Emergência Médica, I.P.;;10;;170;;;;80;6;58;10;976;1310
2020-01;Serviços Centrais;Instituto Português do Sangue e da Transplantação, I.P.;;29;;74;20;;128;81;76;41;9;9;467
2020-01;Região de Saúde LVT;Instituto Português Oncologia Francisco Gentil - Lisboa, E.P.E.;38.7396768,-9.1634516;262;115;585;32;;193;228;406;91;10;34;1956
2020-01;Região de Saúde Norte;Unidade Local de Saúde Nordeste, E.P.E.;41.8056532,-6.7888197;202;115;674;22;;131;263;419;56;14;10;1906
2020-02;Serviços Centrais;Administração Central do Sistema de Saúde, I.P.;;1;;4;;;;36;7;114;4;27;193
2020-02;Região de Saúde Norte;Centro Hospitalar de Vila Nova de Gaia/Espinho, E.P.E.;41.1094138,-8.5972617;590;353;1270;38;;237;296;912;64;16;23;3799
2020-02;Região de Saúde LVT;Centro Hospitalar Psiquiátrico de Lisboa;38.7569771,-9.1460705;58;40;162;45;;35;53;149;40;4;13;599
2020-02;Região de Saúde Norte;Centro Hospitalar Universitário de S. João, E.P.E.;41.1831056,-8.6010558;925;609;2418;55;;365;405;1317;157;22;47;6320
2020-02;Região de Saúde LVT;Centro Hospitalar Universitário Lisboa Central, E.P.E.;38.7166948,-9.1371248;1057;621;2718;74;;655;739;1897;129;26;57;7973
2020-02;Região de Saúde do Centro;Centro Medicina de Reabilitação da Região Centro - Rovisco Pais;40.297919,-8.7707806;14;12;70;1;;29;19;72;15;2;3;237
2020-02;Serviços Centrais;Direção-Geral da Saúde;;14;;11;2;;2;26;12;45;2;16;130
2020-02;Região de Saúde Norte;Hospital da Senhora da Oliveira - Guimarães, E.P.E.;41.4387173,-8.3086907;267;176;701;16;;108;130;337;38;7;16;1796
2020-02;Região de Saúde do Centro;Hospital Doutor Francisco Zagalo - Ovar;40.8571967,-8.6318023;19;;53;2;;18;29;40;11;3;5;180
2020-02;Região de Saúde Norte;Hospital Santa Maria Maior, E.P.E.;41.5324234,-8.6171561;64;51;201;5;;29;51;142;11;3;5;562
2020-02;Região de Saúde LVT;Instituto Português Oncologia Francisco Gentil - Lisboa, E.P.E.;38.7396768,-9.1634516;260;115;586;32;;197;231;399;92;10;34;1956
2020-02;Serviços Centrais;Serviço de Intervenção nos Comportamentos Aditivos e nas Dependências;;1;;;1;;;42;3;66;8;43;164
2020-02;Região de Saúde Norte;Unidade Local de Saúde Alto Minho, E.P.E.;41.7056054,-8.8252713;408;196;960;34;;120;375;522;66;13;18;2712
2020-02;Região de Saúde do Alentejo;Unidade Local de Saúde Baixo Alentejo, E.P.E.;38.014123,-7.8721227;147;74;602;29;;129;249;412;49;16;19;1726
2020-02;Região de Saúde do Alentejo;Unidade Local de Saúde Norte Alentejano, E.P.E.;39.3003425,-7.4263845;152;57;570;8;;117;238;368;40;9;26;1585
2020-03;Região de Saúde do Centro;Centro Hospitalar de Leiria, E.P.E.;39.7414812,-8.7982706;249;156;852;23;;136;166;521;36;9;10;2158
2020-03;Região de Saúde do Centro;Centro Hospitalar do Baixo Vouga, E.P.E.;40.6362453,-8.6543716;279;149;754;21;;117;141;423;20;4;23;1931
2020-03;Região de Saúde do Centro;Centro Hospitalar Tondela-Viseu, E.P.E.;40.516364,-8.0827433;350;226;954;19;;178;217;554;33;7;22;2560
2020-03;Região de Saúde LVT;Centro Hospitalar Universitário Lisboa Central, E.P.E.;38.7166948,-9.1371248;1058;612;2717;75;;658;747;1910;127;26;57;7987
2020-03;Região de Saúde Norte;Hospital da Senhora da Oliveira - Guimarães, E.P.E.;41.4387173,-8.3086907;269;175;699;17;;111;131;336;39;7;16;1800
2020-03;Região de Saúde Norte;Hospital de Magalhães Lemos, E.P.E.;41.1764649,-8.6649823;41;24;169;14;;10;32;148;15;2;7;462
2020-03;Serviços Centrais;Instituto Português do Sangue e da Transplantação, I.P.;;29;;74;20;;127;80;76;43;9;9;467
2020-03;Serviços Centrais;Serviços Partilhados do Ministério da Saúde, E.P.E.;;;;;;;;61;3;152;16;47;279
2020-03;Região de Saúde do Centro;Unidade Local de Saúde Guarda, E.P.E.;40.5309916,-7.2734793;213;103;730;30;;140;222;539;44;11;24;2056
2020-04;Serviços Centrais;Ação Governativa;;;;;;;;7;6;;1;21;35
2020-04;Região de Saúde LVT;Administração Regional de Saúde de Lisboa e Vale do Tejo, I.P.;;2136;828;2759;159;;311;2098;599;376;35;41;9342
2020-04;Região de Saúde do Centro;Centro Hospitalar do Baixo Vouga, E.P.E.;40.6362453,-8.6543716;279;148;761;21;;118;143;426;21;4;23;1944
2020-04;Região de Saúde do Centro;Centro Medicina de Reabilitação da Região Centro - Rovisco Pais;40.297919,-8.7707806;15;12;74;1;;29;18;79;15;2;3;248
2020-04;Região de Saúde LVT;Hospital Distrital de Santarém, E.P.E.;39.2410946,-8.6937515;178;119;606;13;;116;142;460;26;4;16;1680
2020-04;Região de Saúde LVT;Hospital Professor Doutor Fernando Fonseca, E.P.E.;38.7422257,-9.2264834;391;287;1060;38;;244;283;748;59;9;34;3153
2020-04;Região de Saúde LVT;Instituto de Oftalmologia Gama Pinto;38.7218793,-9.144249;29;6;24;1;;11;22;11;9;1;6;120
2020-04;Serviços Centrais;Serviços Partilhados do Ministério da Saúde, E.P.E.;;;;;;;;62;3;157;17;45;284
2020-04;Região de Saúde Norte;Unidade Local de Saúde Nordeste, E.P.E.;41.8056532,-6.7888197;201;109;695;21;;130;261;478;61;14;10;1980
2020-05;Região de Saúde LVT;Administração Regional de Saúde de Lisboa e Vale do Tejo, I.P.;;2129;828;2755;159;;311;2095;592;377;35;41;9322
2020-05;Região de Saúde do Alentejo;Administração Regional de Saúde do Alentejo, I.P.;;111;40;224;15;;35;189;85;67;9;12;787
2020-05;Região de Saúde LVT;Centro Hospitalar Barreiro Montijo, E.P.E.;38.6554005,-9.0592392;179;116;674;14;;158;178;461;34;9;23;1846
2020-05;Região de Saúde LVT;Centro Hospitalar de Lisboa Ocidental, E.P.E.;38.708454,-9.216985;566;389;1467;42;;335;411;1008;71;11;34;4334
2020-05;Região de Saúde LVT;Centro Hospitalar do Oeste, E.P.E.;39.4054629,-9.1258493;176;99;621;13;;140;208;439;29;8;24;1757
2020-05;Região de Saúde Norte;Centro Hospitalar Póvoa de Varzim/Vila do Conde, E.P.E.;41.3828711,-8.7589945;118;38;281;9;;35;83;173;29;3;8;777
2020-05;Região de Saúde Norte;Centro Hospitalar Tâmega e Sousa, E.P.E.;41.2494561,-8.264901;302;160;741;11;;128;221;581;39;10;18;2211
2020-05;Região de Saúde Norte;Centro Hospitalar Universitário do Porto, E.P.E.;41.1472498,-8.6172617;735;483;1564;64;;314;408;954;104;17;31;4674
